127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,26,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,29,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,29,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,27,127
127,127,27,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,29,127
127,127,29,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,29,127
127,127,29,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,29,127
127,127,29,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,26,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,29,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,29,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,27,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,29,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,26,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,27,127
127,127,27,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,29,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,27,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,26,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,29,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
127,127,28,127
127,127,27,127
127,127,28,127
